abilities,number of ability,against,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,basic,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
"['Lightningrod', 'Motor Drive', 'Sap Sipper']",3,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,497,100,5120,70,497,75,Thunderbolt Pokémon,63,1000000,1.6,75,Zebstrika,50,523,80,63,116,electric,,79.5,5,0
"['Sturdy', 'Weak Armor', 'Sand Force']",3,,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,280,75,3840,70,280,255,Mantle Pokémon,85,1059860,0.4,55,Roggenrola,50,524,25,25,15,rock,,18,5,0
"['Sturdy', 'Weak Armor', 'Sand Force']",3,,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,390,105,3840,70,390,120,Ore Pokémon,105,1059860,0.9,70,Boldore,50,525,50,40,20,rock,,102,5,0
"['Sturdy', 'Sand Stream', 'Sand Force']",3,,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,515,135,3840,70,515,45,Compressed Pokémon,130,1059860,1.7,85,Gigalith,50,526,60,80,25,rock,,260,5,0
"['Unaware', 'Klutz', 'Simple']",3,,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,323,45,3840,70,323,190,Bat Pokémon,43,1000000,0.4,65,Woobat,50,527,55,43,72,psychic,flying,2.1,5,0
"['Unaware', 'Klutz', 'Simple']",3,,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,425,57,3840,70,425,45,Courting Pokémon,55,1000000,0.9,67,Swoobat,50,528,77,55,114,psychic,flying,10.5,5,0
"['Sand Rush', 'Sand Force', 'Mold Breaker']",3,,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,328,85,5120,70,328,120,Mole Pokémon,40,1000000,0.3,60,Drilbur,50,529,30,45,68,ground,,8.5,5,0
"['Sand Rush', 'Sand Force', 'Mold Breaker']",3,,0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,508,135,5120,70,508,60,Subterrene Pokémon,60,1000000,0.7,110,Excadrill,50,530,50,65,88,ground,steel,40.4,5,0
"['Healer', 'Regenerator', 'Klutz']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,545,60,5120,70,545,255,Hearing Pokémon,126,800000,1.1,103,Audino,50,531,80,126,50,normal,,31,5,0
"['Guts', 'Sheer Force', 'Iron Fist']",3,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,305,80,5120,70,305,180,Muscular Pokémon,55,1059860,0.6,75,Timburr,75.4,532,25,35,35,fighting,,12.5,5,0
"['Guts', 'Sheer Force', 'Iron Fist']",3,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,405,105,5120,70,405,90,Muscular Pokémon,85,1059860,1.2,85,Gurdurr,75.4,533,40,50,40,fighting,,40,5,0
"['Guts', 'Sheer Force', 'Iron Fist']",3,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,505,140,5120,70,505,45,Muscular Pokémon,95,1059860,1.4,105,Conkeldurr,75.4,534,55,65,45,fighting,,87,5,0
"['Swift Swim', 'Hydration', 'Water Absorb']",3,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,294,50,5120,70,294,255,Tadpole Pokémon,40,1059860,0.5,50,Tympole,50,535,50,40,64,water,,4.5,5,0
"['Swift Swim', 'Hydration', 'Water Absorb']",3,,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,384,65,5120,70,384,120,Vibration Pokémon,55,1059860,0.8,75,Palpitoad,50,536,65,55,69,water,ground,17,5,0
"['Swift Swim', 'Poison Touch', 'Water Absorb']",3,,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,509,95,5120,70,509,45,Vibration Pokémon,75,1059860,1.5,105,Seismitoad,50,537,85,75,74,water,ground,62,5,0
"['Guts', 'Inner Focus', 'Mold Breaker']",3,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,465,100,5120,70,465,45,Judo Pokémon,85,1000000,1.3,120,Throh,100,538,30,85,45,fighting,,55.5,5,0
"['Sturdy', 'Inner Focus', 'Mold Breaker']",3,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,465,125,5120,70,465,45,Karate Pokémon,75,1000000,1.4,75,Sawk,100,539,30,75,85,fighting,,51,5,0
"['Swarm', 'Chlorophyll', 'Overcoat']",3,,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,310,53,3840,70,310,255,Sewing Pokémon,70,1059860,0.3,45,Sewaddle,50,540,40,60,42,bug,grass,2.5,5,0
"['Leaf Guard', 'Chlorophyll', 'Overcoat']",3,,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,380,63,3840,70,380,120,Leaf-Wrapped Pokémon,90,1059860,0.5,55,Swadloon,50,541,50,80,42,bug,grass,7.3,5,0
"['Swarm', 'Chlorophyll', 'Overcoat']",3,,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,500,103,3840,70,500,45,Nurturing Pokémon,80,1059860,1.2,75,Leavanny,50,542,70,80,92,bug,grass,20.5,5,0
"['Poison Point', 'Swarm', 'Speed Boost']",3,,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,260,45,3840,70,260,255,Centipede Pokémon,59,1059860,0.4,30,Venipede,50,543,30,39,57,bug,poison,5.3,5,0
"['Poison Point', 'Swarm', 'Speed Boost']",3,,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,360,55,3840,70,360,120,Curlipede Pokémon,99,1059860,1.2,40,Whirlipede,50,544,40,79,47,bug,poison,58.5,5,0
"['Poison Point', 'Swarm', 'Speed Boost']",3,,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,485,100,5120,70,485,45,Megapede Pokémon,89,1059860,2.5,60,Scolipede,50,545,55,69,112,bug,poison,200.5,5,0
"['Prankster', 'Infiltrator', 'Chlorophyll']",3,,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,280,27,5120,70,280,190,Cotton Puff Pokémon,60,1000000,0.3,40,Cottonee,50,546,37,50,66,grass,fairy,0.6,5,0
"['Prankster', 'Infiltrator', 'Chlorophyll']",3,,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,480,67,5120,70,480,75,Windveiled Pokémon,85,1000000,0.7,60,Whimsicott,50,547,77,75,116,grass,fairy,6.6,5,0
"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",3,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,280,35,5120,70,280,190,Bulb Pokémon,50,1000000,0.5,45,Petilil,0,548,70,50,30,grass,,6.6,5,0
"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",3,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,480,60,5120,70,480,75,Flowering Pokémon,75,1000000,1.1,70,Lilligant,0,549,110,75,90,grass,,16.3,5,0
"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']",4,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,460,92,10240,70,460,25,Hostile Pokémon,65,1000000,1,70,Basculin,50,550,80,55,98,water,,18,5,0
"['Intimidate', 'Moxie', 'Anger Point']",3,,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,292,72,5120,70,292,180,Desert Croc Pokémon,35,1059860,0.7,50,Sandile,50,551,35,35,65,ground,dark,15.2,5,0
"['Intimidate', 'Moxie', 'Anger Point']",3,,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,351,82,5120,70,351,90,Desert Croc Pokémon,45,1059860,1,60,Krokorok,50,552,45,45,74,ground,dark,33.4,5,0
"['Intimidate', 'Moxie', 'Anger Point']",3,,2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,519,117,5120,70,519,45,Intimidation Pokémon,80,1059860,1.5,95,Krookodile,50,553,65,70,92,ground,dark,96.3,5,0
"['Hustle', 'Inner Focus']",2,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,315,90,5120,70,315,120,Zen Charm Pokémon,45,1059860,0.6,70,Darumaka,50,554,15,45,50,fire,,37.5,5,0
"['Sheer Force', 'Zen Mode']",2,,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,540,30,5120,70,540,60,Blazing Pokémon,105,1059860,1.3,105,Darmanitan,50,555,140,105,55,fire,fire,92.9,5,0
"['Water Absorb', 'Chlorophyll', 'Storm Drain']",3,,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,461,86,5120,70,461,255,Cactus Pokémon,67,1000000,1,75,Maractus,50,556,106,67,60,grass,,28,5,0
"['Sturdy', 'Shell Armor', 'Weak Armor']",3,,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,325,65,5120,70,325,190,Rock Inn Pokémon,85,1000000,0.3,50,Dwebble,50,557,35,35,55,bug,rock,14.5,5,0
"['Sturdy', 'Shell Armor', 'Weak Armor']",3,,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,485,105,5120,70,485,75,Stone Home Pokémon,125,1000000,1.4,70,Crustle,50,558,65,75,45,bug,rock,200,5,0
"['Shed Skin', 'Moxie', 'Intimidate']",3,,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,348,75,3840,35,348,180,Shedding Pokémon,70,1000000,0.6,50,Scraggy,50,559,35,70,48,dark,fighting,11.8,5,0
"['Shed Skin', 'Moxie', 'Intimidate']",3,,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,488,90,3840,70,488,90,Hoodlum Pokémon,115,1000000,1.1,65,Scrafty,50,560,45,115,58,dark,fighting,30,5,0
"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']",3,,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,490,58,5120,70,490,45,Avianoid Pokémon,80,1000000,1.4,72,Sigilyph,50,561,103,80,97,psychic,flying,14,5,0
['Mummy'],1,,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,303,30,6400,70,303,190,Spirit Pokémon,85,1000000,0.5,38,Yamask,50,562,55,65,30,ghost,,1.5,5,0
['Mummy'],1,,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,483,50,6400,70,483,90,Coffin Pokémon,145,1000000,1.7,58,Cofagrigus,50,563,95,105,30,ghost,,76.5,5,0
"['Solid Rock', 'Sturdy', 'Swift Swim']",3,,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,355,78,7680,70,355,45,Prototurtle Pokémon,103,1000000,0.7,54,Tirtouga,88.1,564,53,45,22,water,rock,16.5,5,0
"['Solid Rock', 'Sturdy', 'Swift Swim']",3,,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,495,108,7680,70,495,45,Prototurtle Pokémon,133,1000000,1.2,74,Carracosta,88.1,565,83,65,32,water,rock,81,5,0
['Defeatist'],1,,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,401,112,7680,70,401,45,First Bird Pokémon,45,1000000,0.5,55,Archen,88.1,566,74,45,70,rock,flying,9.5,5,0
['Defeatist'],1,,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,567,140,7680,70,567,45,First Bird Pokémon,65,1000000,1.4,75,Archeops,88.1,567,112,65,110,rock,flying,32,5,0
"['Stench', 'Sticky Hold', 'Aftermath']",3,,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,329,50,5120,70,329,190,Trash Bag Pokémon,62,1000000,0.6,50,Trubbish,50,568,40,62,65,poison,,31,5,0
"['Stench', 'Weak Armor', 'Aftermath']",3,,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,474,95,5120,70,474,60,Trash Heap Pokémon,82,1000000,1.9,80,Garbodor,50,569,60,82,75,poison,,107.3,5,0
['Illusion'],1,,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,330,65,6400,70,330,75,Tricky Fox Pokémon,40,1059860,0.7,40,Zorua,88.1,570,80,40,65,dark,,12.5,5,0
['Illusion'],1,,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,510,105,5120,70,510,45,Illusion Fox Pokémon,60,1059860,1.6,60,Zoroark,88.1,571,120,60,105,dark,,81.1,5,0
"['Cute Charm', 'Technician', 'Skill Link']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,300,50,3840,70,300,255,Chinchilla Pokémon,40,800000,0.4,55,Minccino,24.6,572,40,40,75,normal,,5.8,5,0
"['Cute Charm', 'Technician', 'Skill Link']",3,,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,470,95,3840,70,470,60,Scarf Pokémon,60,800000,0.5,75,Cinccino,24.6,573,65,60,115,normal,,7.5,5,0
"['Frisk', 'Competitive', 'Shadow Tag']",3,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,290,30,5120,70,290,200,Fixation Pokémon,50,1059860,0.4,45,Gothita,24.6,574,55,65,45,psychic,,5.8,5,0
"['Frisk', 'Competitive', 'Shadow Tag']",3,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,390,45,5120,70,390,100,Manipulate Pokémon,70,1059860,0.7,60,Gothorita,24.6,575,75,85,55,psychic,,18,5,0
"['Frisk', 'Competitive', 'Shadow Tag']",3,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,490,55,5120,70,490,50,Astral Body Pokémon,95,1059860,1.5,70,Gothitelle,24.6,576,95,110,65,psychic,,44,5,0
"['Overcoat', 'Magic Guard', 'Regenerator']",3,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,290,30,5120,70,290,200,Cell Pokémon,40,1059860,0.3,45,Solosis,50,577,105,50,20,psychic,,1,5,0
"['Overcoat', 'Magic Guard', 'Regenerator']",3,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,370,40,5120,70,370,100,Mitosis Pokémon,50,1059860,0.6,65,Duosion,50,578,125,60,30,psychic,,8,5,0
"['Overcoat', 'Magic Guard', 'Regenerator']",3,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,490,65,5120,70,490,50,Multiplying Pokémon,75,1059860,1,110,Reuniclus,50,579,125,85,30,psychic,,20.1,5,0
"['Keen Eye', 'Big Pecks', 'Hydration']",3,,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,305,44,5120,70,305,190,Water Bird Pokémon,50,1000000,0.5,62,Ducklett,50,580,44,50,55,water,flying,5.5,5,0
"['Keen Eye', 'Big Pecks', 'Hydration']",3,,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,473,87,5120,70,473,45,White Bird Pokémon,63,1000000,1.3,75,Swanna,50,581,87,63,98,water,flying,24.2,5,0
"['Ice Body', 'Snow Cloak', 'Weak Armor']",3,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,305,50,5120,70,305,255,Fresh Snow Pokémon,50,1250000,0.4,36,Vanillite,50,582,65,60,44,ice,,5.7,5,0
"['Ice Body', 'Snow Cloak', 'Weak Armor']",3,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,395,65,5120,70,395,120,Icy Snow Pokémon,65,1250000,1.1,51,Vanillish,50,583,80,75,59,ice,,41,5,0
"['Ice Body', 'Snow Warning', 'Weak Armor']",3,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,535,95,5120,70,535,45,Snowstorm Pokémon,85,1250000,1.3,71,Vanilluxe,50,584,110,95,79,ice,,57.5,5,0
"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",3,,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,335,60,5120,70,335,190,Season Pokémon,50,1000000,0.6,60,Deerling,50,585,40,50,75,normal,grass,19.5,5,0
"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",3,,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,475,100,5120,70,475,75,Season Pokémon,70,1000000,1.9,80,Sawsbuck,50,586,60,70,95,normal,grass,92.5,5,0
"['Static', 'Motor Drive']",2,,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,428,75,5120,70,428,200,Sky Squirrel Pokémon,60,1000000,0.4,55,Emolga,50,587,75,60,103,electric,flying,5,5,0
"['Swarm', 'Shed Skin', 'No Guard']",3,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,315,75,3840,70,315,200,Clamping Pokémon,45,1000000,0.5,50,Karrablast,50,588,40,45,60,bug,,5.9,5,0
"['Swarm', 'Shell Armor', 'Overcoat']",3,,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,495,135,3840,70,495,75,Cavalry Pokémon,105,1000000,1,70,Escavalier,50,589,60,105,20,bug,steel,33,5,0
"['Effect Spore', 'Regenerator']",2,,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,294,55,5120,70,294,190,Mushroom Pokémon,45,1000000,0.2,69,Foongus,50,590,55,55,15,grass,poison,1,5,0
"['Effect Spore', 'Regenerator']",2,,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,464,85,5120,70,464,75,Mushroom Pokémon,70,1000000,0.6,114,Amoonguss,50,591,85,80,30,grass,poison,10.5,5,0
"['Water Absorb', 'Cursed Body', 'Damp']",3,,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,335,40,5120,70,335,190,Floating Pokémon,50,1000000,1.2,55,Frillish,50,592,65,85,40,water,ghost,33,5,0
"['Water Absorb', 'Cursed Body', 'Damp']",3,,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,480,60,5120,70,480,60,Floating Pokémon,70,1000000,2.2,100,Jellicent,50,593,85,105,60,water,ghost,135,5,0
"['Healer', 'Hydration', 'Regenerator']",3,,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,470,75,10240,70,470,75,Caring Pokémon,80,800000,1.2,165,Alomomola,50,594,40,45,65,water,,31.6,5,0
"['Compoundeyes', 'Unnerve', 'Swarm']",3,,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,319,47,5120,70,319,190,Attaching Pokémon,50,1000000,0.1,50,Joltik,50,595,57,50,65,bug,electric,0.6,5,0
"['Compoundeyes', 'Unnerve', 'Swarm']",3,,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,472,77,5120,70,472,75,EleSpider Pokémon,60,1000000,0.8,70,Galvantula,50,596,97,60,108,bug,electric,14.3,5,0
['Iron Barbs'],1,,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,305,50,5120,70,305,255,Thorn Seed Pokémon,91,1000000,0.6,44,Ferroseed,50,597,24,86,10,grass,steel,18.8,5,0
"['Iron Barbs', 'Anticipation']",2,,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,489,94,5120,70,489,90,Thorn Pod Pokémon,131,1000000,1,74,Ferrothorn,50,598,54,116,20,grass,steel,110,5,0
"['Plus', 'Minus', 'Clear Body']",3,,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,300,55,5120,70,300,130,Gear Pokémon,70,1059860,0.3,40,Klink,,599,45,60,30,steel,,21,5,0
"['Plus', 'Minus', 'Clear Body']",3,,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,440,80,5120,70,440,60,Gear Pokémon,95,1059860,0.6,60,Klang,,600,70,85,50,steel,,51,5,0
"['Plus', 'Minus', 'Clear Body']",3,,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,520,100,5120,70,520,30,Gear Pokémon,115,1059860,0.6,60,Klinklang,,601,70,85,90,steel,,81,5,0
['Levitate'],1,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,275,55,5120,70,275,190,EleFish Pokémon,40,1250000,0.2,35,Tynamo,50,602,45,40,60,electric,,0.3,5,0
['Levitate'],1,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,405,85,5120,70,405,60,EleFish Pokémon,70,1250000,1.2,65,Eelektrik,50,603,75,70,40,electric,,22,5,0
['Levitate'],1,,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,515,115,5120,70,515,30,EleFish Pokémon,80,1250000,2.1,85,Eelektross,50,604,105,80,50,electric,,80.5,5,0
"['Telepathy', 'Synchronize', 'Analytic']",3,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,335,55,5120,70,335,255,Cerebral Pokémon,55,1000000,0.5,55,Elgyem,50,605,85,55,30,psychic,,9,5,0
"['Telepathy', 'Synchronize', 'Analytic']",3,,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,485,75,5120,70,485,90,Cerebral Pokémon,75,1000000,1,75,Beheeyem,50,606,125,95,40,psychic,,34.5,5,0
"['Flash Fire', 'Flame Body', 'Infiltrator']",3,,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,275,30,5120,70,275,190,Candle Pokémon,55,1059860,0.3,50,Litwick,50,607,65,55,20,ghost,fire,3.1,5,0
"['Flash Fire', 'Flame Body', 'Infiltrator']",3,,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,370,40,5120,70,370,90,Lamp Pokémon,60,1059860,0.6,60,Lampent,50,608,95,60,55,ghost,fire,13,5,0
"['Flash Fire', 'Flame Body', 'Infiltrator']",3,,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,520,55,5120,70,520,45,Luring Pokémon,90,1059860,1,60,Chandelure,50,609,145,90,80,ghost,fire,34.3,5,0
"['Rivalry', 'Mold Breaker', 'Unnerve']",3,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,320,87,10240,35,320,75,Tusk Pokémon,60,1250000,0.6,46,Axew,50,610,30,40,57,dragon,,18,5,0
"['Rivalry', 'Mold Breaker', 'Unnerve']",3,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,410,117,10240,35,410,60,Axe Jaw Pokémon,70,1250000,1,66,Fraxure,50,611,40,50,67,dragon,,36,5,0
"['Rivalry', 'Mold Breaker', 'Unnerve']",3,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,540,147,10240,35,540,45,Axe Jaw Pokémon,90,1250000,1.8,76,Haxorus,50,612,60,70,97,dragon,,105.5,5,0
"['Snow Cloak', 'Slush Rush', 'Rattled']",3,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,305,70,5120,70,305,120,Chill Pokémon,40,1000000,0.5,55,Cubchoo,50,613,60,40,40,ice,,8.5,5,0
"['Snow Cloak', 'Slush Rush', 'Swift Swim']",3,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,505,130,5120,70,505,60,Freezing Pokémon,80,1000000,2.6,95,Beartic,50,614,70,80,50,ice,,260,5,0
['Levitate'],1,,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,515,50,6400,70,515,25,Crystallizing Pokémon,50,1000000,1.1,80,Cryogonal,,615,95,135,105,ice,,148,5,0
"['Hydration', 'Shell Armor', 'Overcoat']",3,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,305,40,3840,70,305,200,Snail Pokémon,85,1000000,0.4,50,Shelmet,50,616,40,65,25,bug,,7.7,5,0
"['Hydration', 'Sticky Hold', 'Unburden']",3,,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,495,70,3840,70,495,75,Shell Out Pokémon,40,1000000,0.8,80,Accelgor,50,617,100,60,145,bug,,25.3,5,0
"['Static', 'Limber', 'Sand Veil']",3,,1,1,1,0,1,1,1,0.5,1,2,2,2,1,0.5,1,0.5,0.5,2,471,66,5120,70,471,75,Trap Pokémon,84,1000000,0.7,109,Stunfisk,50,618,81,99,32,ground,electric,11,5,0
"['Inner Focus', 'Regenerator', 'Reckless']",3,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,350,85,6400,70,350,180,Martial Arts Pokémon,50,1059860,0.9,45,Mienfoo,50,619,55,50,65,fighting,,20,5,0
"['Inner Focus', 'Regenerator', 'Reckless']",3,,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,510,125,6400,70,510,45,Martial Arts Pokémon,60,1059860,1.4,65,Mienshao,50,620,95,60,105,fighting,,35.5,5,0
"['Rough Skin', 'Sheer Force', 'Mold Breaker']",3,,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,485,120,7680,70,485,45,Cave Pokémon,90,1000000,1.6,77,Druddigon,50,621,60,90,48,dragon,,139,5,0
"['Iron Fist', 'Klutz', 'No Guard']",3,,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,303,74,6400,70,303,190,Automaton Pokémon,50,1000000,1,59,Golett,,622,35,50,35,ground,ghost,92,5,0
"['Iron Fist', 'Klutz', 'No Guard']",3,,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,483,124,6400,70,483,90,Automaton Pokémon,80,1000000,2.8,89,Golurk,,623,55,80,55,ground,ghost,330,5,0
"['Defiant', 'Inner Focus', 'Pressure']",3,,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,340,85,5120,35,340,120,Sharp Blade Pokémon,70,1000000,0.5,45,Pawniard,50,624,40,40,60,dark,steel,10.2,5,0
